lhs,op,rhs,label,est,se,z,pvalue,ci.lower,ci.upper,std.lv,std.all
FollowCount,~,NudgeType,h1,0.2746598639455786,0.1491269663052357,1.8417853641802113,0.06550655173301045,-0.018552863976588563,0.5807661528920162,0.2746598639455786,0.17899352744428937
PostRiskTolerance,~,FollowCount,h2a,0.007130602230677887,0.023520993441752597,0.30315905866544773,0.7617686481351396,-0.04229134217020235,0.052109665487593056,0.007130602230677887,0.03279629577418827
PostRiskTolerance,~,NudgeType,h3a,-0.05100591256173312,0.02679166208321274,-1.9037979951864454,0.05693649774498444,-0.10256605169691109,9.907271277029802e-4,-0.05100591256173312,-0.15288371666134531
PostRiskTolerance,~,PreRiskTolerance,c1,0.5259112935535766,0.11212019555164641,4.690602714042929,2.724014390720342e-6,0.3104745216324423,0.740562016610677,0.5259112935535766,0.5581076499299628
PostSelfEfficacy,~,FollowCount,h2b,0.0018165290098590117,0.0814170260384889,0.022311414433146576,0.9821995437485578,-0.15295307382742074,0.1746743182185501,0.0018165290098590117,0.0020241278409660187
PostSelfEfficacy,~,PreSelfEfficacy,c2,0.7317860853773833,0.0848493514929799,8.624533629322181,0,0.5503073351867223,0.9005900945346949,0.7317860853773833,0.7113911768449628
PostTrust,~,FollowCount,h2c,-0.07555306911579124,0.055179942509898335,-1.3692125377303233,0.17093284800363429,-0.18533616287506946,0.022166566733758206,-0.07555306911579124,-0.059337740803754105
PostTrust,~,NudgeType,h3b,0.22294769204518364,0.10148995190219813,2.1967464548611626,0.02803855911064579,0.027082976430609574,0.42003033748497726,0.22294769204518364,0.11411007829481856
PostTrust,~,PreTrust,c3,0.9043351861559584,0.04811793551166999,18.79413936902241,0,0.8035361634309376,0.9910081526372907,0.9043351861559584,0.8809504853882411
PostBehavioralIntention,~,PostRiskTolerance,h4a,0.6850776743450947,0.2783715617023897,2.461018899184534,0.013854306786902137,0.1501086141122738,1.2383860900891777,0.6850776743450947,0.16889606536571838
PostBehavioralIntention,~,PostSelfEfficacy,h4b,0.13206659454730432,0.05401721485408619,2.4448982588985517,0.014489300952466477,0.037825340451842535,0.24900328094130125,0.13206659454730432,0.13439270028595404
PostBehavioralIntention,~,PostTrust,h4c,0.11050905049535859,0.044101779067649775,2.505773073821888,0.012218400891991887,0.026107446146077185,0.1952772521753966,0.11050905049535859,0.15955016309851638
PostBehavioralIntention,~,Motivation,h5,-0.04142427379919395,0.03910363525475688,-1.059345851845188,0.28944230018780726,-0.12527589477345766,0.03076800451680298,-0.04142427379919395,-0.05531351141621191
PostBehavioralIntention,~,PreBehavioralIntention,c4,0.6637617797539436,0.07045497797699894,9.421077102183444,0,0.5197526977827873,0.803071963888606,0.6637617797539436,0.7128929234832384
FollowCount,~~,FollowCount,,0.5697278911564617,0.14615701913344784,3.8980535764503714,9.6968965575428e-5,0.29282727582299706,0.8765189954719727,0.5697278911564617,0.9679613171330504
PostRiskTolerance,~~,PostRiskTolerance,,0.018884848586456036,0.0028006100765255895,6.743119559822623,1.550204409284106e-11,0.012631501752225209,0.023894658309974285,0.018884848586456036,0.6787364857944751
PostSelfEfficacy,~~,PostSelfEfficacy,,0.23411518774717088,0.04090493471547976,5.72339717385184,1.0441477460432225e-8,0.14934128163235127,0.31400164977940365,0.23411518774717088,0.493868481486409
PostTrust,~~,PostTrust,,0.23217326226238766,0.05064169507859988,4.584626598735223,4.547984610914213e-6,0.14638056310929357,0.3411562142203628,0.23217326226238766,0.24331031279544585
PostBehavioralIntention,~~,PostBehavioralIntention,,0.11881170105418772,0.01873845180072274,6.34052921328352,2.2897728158000064e-10,0.07708160779782007,0.14969042571602642,0.11881170105418772,0.25954121733874164
NudgeType,~~,NudgeType,,0.24997336217252078,0.0038845115304495872,64.35129879601342,0,0.23594428597806963,0.2499735491762662,0.24997336217252078,1
NudgeType,~~,PreRiskTolerance,,0.0069437013497476024,0.008802353742378725,0.7888459783565974,0.430202032849772,-0.009881658722438394,0.02444147055739011,0.0069437013497476024,0.07845715098677276
NudgeType,~~,PreSelfEfficacy,,0.03246879997679035,0.03349959560006668,0.9692296099456712,0.3324306406135886,-0.030487182665600736,0.1009835548436387,0.03246879997679035,0.09702550363417542
NudgeType,~~,PreTrust,,-0.08741630835383211,0.046417426206299156,-1.8832648748191285,0.0596644810691882,-0.18097839985952788,0.007001402073616069,-0.08741630835383211,-0.18373744908320275
NudgeType,~~,Motivation,,-0.019343004209047256,0.04306372937716479,-0.4491715995991788,0.6533078732165407,-0.09926043080497582,0.06640247083250081,-0.019343004209047256,-0.04282272467692185
NudgeType,~~,PreBehavioralIntention,,-0.005136910166255057,0.035861553511719865,-0.14324282311351266,0.8860984105623435,-0.077329085271725,0.0660844334399364,-0.005136910166255057,-0.014138931964725578
PreRiskTolerance,~~,PreRiskTolerance,,0.0313345360131299,0.005038234303941344,6.219348708855661,4.99222663208343e-10,0.02186991196257872,0.04145958226831381,0.0313345360131299,1
PreRiskTolerance,~~,PreSelfEfficacy,,-0.004453157823030258,0.011115642210049924,-0.400620831336587,0.6886993062943338,-0.02839630385572029,0.0160184308198506,-0.004453157823030258,-0.037585729750946276
PreRiskTolerance,~~,PreTrust,,0.030017465583089875,0.022608949522463704,1.3276806847335056,0.1842836171087947,-0.014241246432680385,0.07749318092219451,0.030017465583089875,0.1782027794763353
PreRiskTolerance,~~,Motivation,,0.04974912786286498,0.020365035170732224,2.4428697247899844,0.014570996027122307,0.011667244805656127,0.09098025718210194,0.04974912786286498,0.3110792717918242
PreRiskTolerance,~~,PreBehavioralIntention,,0.05356106739865437,0.018754025477921068,2.8559771053799246,0.004290460709438282,0.018239620733660592,0.0928401073326079,0.05356106739865437,0.416388847368289
PreSelfEfficacy,~~,PreSelfEfficacy,,0.4479885688471522,0.07848295861393892,5.708099908042808,1.14244356197446e-8,0.307556211826349,0.6057463782629113,0.4479885688471522,1
PreSelfEfficacy,~~,PreTrust,,0.1036506898508236,0.07099361654886979,1.4600001364837316,0.14429003642154714,-0.04129931899759122,0.24031698287249975,0.1036506898508236,0.16273869048618808
PreSelfEfficacy,~~,Motivation,,0.03943049521348698,0.06345383885857821,0.6214044086657563,0.5343335720583409,-0.09284537449957815,0.16190725619941748,0.03943049521348698,0.06520726747440994
PreSelfEfficacy,~~,PreBehavioralIntention,,0.12096575143674908,0.04468298347022103,2.7071995207608883,0.006785346409662996,0.029610277908944556,0.20521228939375324,0.12096575143674908,0.2487084042344631
PreTrust,~~,PreTrust,,0.9055153721232017,0.14467167230240235,6.259106276385837,3.871900577934184e-10,0.6391375628174865,1.1968305809869242,0.9055153721232017,1
PreTrust,~~,Motivation,,0.3884226211446317,0.09424298967891828,4.121501476852236,3.764110578519109e-5,0.19793477137373622,0.579223563071516,0.3884226211446317,0.4518079173102197
