"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","","Survey Introduction  Thank you for your interest!  This online survey is part of a study conducted by the University of British Columbia (UBC, Canada), and the Institute of Software Security at Hamburg University of Technology (TUHH, Germany). The goal of this study is to assess the usability (i.e., user experience) of an educational tool for Python programming jointly developed by UBC and TUHH. Such a tool is based on Generative Artificial Intelligence (GenAI) technologies and should support students in their Python coding tasks. The study is divided into two parts (rewarded separately) and should take, altogether, around 18 minutes.  PART 1: Technical Assessment (£0.50 reward)   	It consists of 4 generic programming questions.  	It takes around 3 min. 	Your answers will determine whether you meet our criteria to undergo the second part of the study.  	If you meet our participation criteria, you will be invited to take the second part of the survey (PART 2).    PART 2: Main Survey (£2.00 reward)   	Perform three coding tasks using our tool. 	Answer a set of questions about your experience while using the tool. 	It takes around 15 minutes.   IMPORTANT:   	To participate in this study, you must be the age of consent in the location from which you are completing this study. 	Please read the Participant Information Sheet before starting with the survey. The sheet can be accessed via this link: Study-PIS   If you would like to proceed with the Main Survey (PART 2), please answer the following questions by placing a check mark accordingly.  [I am the age of consent in the location from which you are completing this study]","Survey Introduction  Thank you for your interest!  This online survey is part of a study conducted by the University of British Columbia (UBC, Canada), and the Institute of Software Security at Hamburg University of Technology (TUHH, Germany). The goal of this study is to assess the usability (i.e., user experience) of an educational tool for Python programming jointly developed by UBC and TUHH. Such a tool is based on Generative Artificial Intelligence (GenAI) technologies and should support students in their Python coding tasks. The study is divided into two parts (rewarded separately) and should take, altogether, around 18 minutes.  PART 1: Technical Assessment (£0.50 reward)   	It consists of 4 generic programming questions.  	It takes around 3 min. 	Your answers will determine whether you meet our criteria to undergo the second part of the study.  	If you meet our participation criteria, you will be invited to take the second part of the survey (PART 2).    PART 2: Main Survey (£2.00 reward)   	Perform three coding tasks using our tool. 	Answer a set of questions about your experience while using the tool. 	It takes around 15 minutes.   IMPORTANT:   	To participate in this study, you must be the age of consent in the location from which you are completing this study. 	Please read the Participant Information Sheet before starting with the survey. The sheet can be accessed via this link: Study-PIS   If you would like to proceed with the Main Survey (PART 2), please answer the following questions by placing a check mark accordingly.  [I have read and understood the Participant Information Sheet]","Survey Introduction  Thank you for your interest!  This online survey is part of a study conducted by the University of British Columbia (UBC, Canada), and the Institute of Software Security at Hamburg University of Technology (TUHH, Germany). The goal of this study is to assess the usability (i.e., user experience) of an educational tool for Python programming jointly developed by UBC and TUHH. Such a tool is based on Generative Artificial Intelligence (GenAI) technologies and should support students in their Python coding tasks. The study is divided into two parts (rewarded separately) and should take, altogether, around 18 minutes.  PART 1: Technical Assessment (£0.50 reward)   	It consists of 4 generic programming questions.  	It takes around 3 min. 	Your answers will determine whether you meet our criteria to undergo the second part of the study.  	If you meet our participation criteria, you will be invited to take the second part of the survey (PART 2).    PART 2: Main Survey (£2.00 reward)   	Perform three coding tasks using our tool. 	Answer a set of questions about your experience while using the tool. 	It takes around 15 minutes.   IMPORTANT:   	To participate in this study, you must be the age of consent in the location from which you are completing this study. 	Please read the Participant Information Sheet before starting with the survey. The sheet can be accessed via this link: Study-PIS   If you would like to proceed with the Main Survey (PART 2), please answer the following questions by placing a check mark accordingly.  [I agree to participate in this research and I want to continue with the survey and tool experiments]","Please indicate your age:","Please indicate your gender:","Please indicate your gender: [Other]","Please select your country of residence:","Please select your country of residence: [Other]","Please select your highest educational level:","How many years of experience do you have working in software development?  ","How often do you apply the following techniques to debug your code?   [Conducting a threat assessment for the software.]","How often do you apply the following techniques to debug your code?   [Scanning code with an automatic code analysis tool.]","How often do you apply the following techniques to debug your code?   [Using a tool to scan for libraries with known vulnerabilities.]","How often do you apply the following techniques to debug your code?   [Code review by someone other than the developer.]","How often do you apply the following techniques to debug your code?   [Penetration testing.]","How often do you use Generative AI (GenAI) tools (e.g., Copilot) for coding?  ","How often do you apply GenAI coding tools in the following tasks?  [Code completion or suggestion while typing.]","How often do you apply GenAI coding tools in the following tasks?  [Code summarization or documentation generation.]","How often do you apply GenAI coding tools in the following tasks?  [Debugging (e.g., finding and fixing errors).]","How often do you apply GenAI coding tools in the following tasks?  [Code explanation (understanding unfamiliar code).]","How often do you apply GenAI coding tools in the following tasks?  [Code refactoring or optimization.]","How often do you apply GenAI coding tools in the following tasks?  [Generating tests or test cases.]","Are there any other tasks for which you use GenAI coding tools? ","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I avoid advanced GenAI features or options.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I avoid activities when using GenAI tools that are dangerous or risky.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [Despite the risks I use GenAI features that haven’t been proven to work.]","Attention Question! Please select ""somewhat agree"" to validate your participation.  [Strongly disagree]","Attention Question! Please select ""somewhat agree"" to validate your participation.  [Somewhat disagree]","Attention Question! Please select ""somewhat agree"" to validate your participation.  [Neither agree or disagree]","Attention Question! Please select ""somewhat agree"" to validate your participation.  [Somewhat agree]","Attention Question! Please select ""somewhat agree"" to validate your participation.  [Strongly agree]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I explore GenAI technology even if it’s not critical to my job.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I use GenAI tools because it’s a way for me to look good with peers.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [Its fun to try new GenAI technology that is not yet available to everyone such as being a participant in beta testing programs.]","Could you mention any reason (other than the ones mentioned in the previous question) that motivates you to engage with GenAI technologies when coding?","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I am able to use GenAI tools when I have just the built-in help for assistance.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I don’t feel confident to use and learn GenAI tools, as I have other strengths.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I am able to use GenAI tools when someone shows me how to do it first.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I am able to use GenAI tools even when no one is around to help me if I need it.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I am confident in GenAI tools. I feel that it works well.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [GenAI tools are reliable. I can count on it to be correct for my use cases.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I feel safe that when I rely on GenAI, I will get the right answers.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I like using GenAI for decision making.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools.  [I intend to use GenAI tools in the future.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools.  [I plan to continue using GenAI tools.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools.  [I will always try to use GenAI tools in my work.]","Please paste here the confirmation code generated by the tool. ","Did you use GenAI to solve the coding task? ","Did you notice the tool’s recommendation of checking the security of the code? ","Can you describe the reason why did you (or did you not) followed the tool’s recommendations?  ","How likely is it that you will check for security flaws in GenAI-generated code in the future? ","We are interested in any other comments you might have concerning your experience while solving the coding tasks. Please write any thoughts you’d like to share with us: ","How would you rate your software security knowledge/skills?","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I intend to use GenAI tools in the future.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I plan to continue using GenAI tools.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I will always try to use GenAI tools in my work.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools.  [I avoid advanced GenAI features or options.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools.  [I avoid activities when using GenAI tools that are dangerous or risky.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools.  [Despite the risks I use GenAI features that haven’t been proven to work.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I am confident in GenAI tools. I feel that it works well.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [GenAI tools are reliable. I can count on it to be correct for my use cases.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I feel safe that when I rely on GenAI, I will get the right answers.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I like using GenAI for decision making.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I am able to use GenAI tools when I have just the built-in help for assistance.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I don’t feel confident to use and learn GenAI tools, as I have other strengths.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I am able to use GenAI tools when someone shows me how to do it first.]","Please assess the following statements based on your own thoughts and experiences working with GenAI-based coding tools. [I am able to use GenAI tools even when no one is around to help me if I need it.]","Initially, participants were informed that the purpose of this study was to assist in testing and debugging a tool under development. However, to minimize potential consciousness bias, the actual objective of the study was not disclosed at the outset. The true aim of the research is to investigate whether providing warnings about security issues in GenAI-generated code can encourage developers to adopt more security-aware behaviors, specifically, to assess whether such warnings prompt developers to review and address security concerns in the generated code. Additionally, the study examines whether different types of warnings lead to variations in developer behavior.     This initial omission was intentional, as revealing the true purpose upfront could have led participants to consciously alter their behavior by actively checking for security issues, thereby compromising the validity of their natural coding practices.  Do you still give us consent to use your answers for the purpose of this study?  Please note that your eligibility to receive the incentive is not contingent upon how you respond to this question. Upon completing the survey, you will receive the compensation for this part of the study.  ","Thank you for your interest in our survey. Unfortunately, you do not meet some of the requirements to participate in this study:   	Be at least 18 years old. 	Read the consent form or had it read to you. 	Be comfortable using the English language. 	Agree to participate in this research.   If you have any questions or inquiries, please do not hesitate to contact us at nicolas.diaz-ferreyra@tuhh.de ","Thank you for your response!  IMPORTANT  (i) Please open this link in a new tab to return to Prolific.  (ii) Then click ""SUBMIT"" in this window to record your answer. ","Total time","Group time: Informed Consent","Question time: ProlificID","Question time: Consent","Group time: Demographics","Question time: AGE","Question time: GENDER","Question time: COUNTRY","Question time: EDUCATION","Question time: EXPERIENCE1","Question time: EXPERIENCE2","Group time: GenAI EXPERIENCE","Question time: GEN1","Question time: GEN2","Question time: GEN3","Question time: GEN4","Question time: ATTEN1","Question time: GEN5","Group time: GenAI EXPERIENCE2","Question time: GEN9","Question time: GEN6","Question time: GEN7","Question time: GEN8","Group time: Tool Assessment","Question time: TOOL","Group time: Post Tool Assessment","Question time: PTOOL2","Question time: PTOOL1","Question time: PTOOL3","Question time: PTOOL4","Question time: PTOOL5","Group time: GenAI EXPERIENCE 3","Question time: SECURITY","Question time: GEN10","Question time: GEN11","Question time: GEN12","Question time: GEN13","Group time: DEBRIEFING","Question time: DEB1","Group time: Closing","Question time: NOQUAL1","Question time: COMPLETED"
"12",,"4","en","1287280292","2025-11-26 18:52:36","2025-11-26 18:53:18","","Yes","Yes","Yes","24","Female","","Albania","","High school or less","3 to 4 years","NEVER","NEVER","NEVER","NEVER","NEVER","ALWAYS","NEVER","NEVER","NEVER","NEVER","NEVER","NEVER","22","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","No","No","Yes","No","No","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","22","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE",,,,,,,,"","","","","","","","","","","","","","",,,,"42.71","6.92",,,"14.17",,,,,,,"13.42",,,,,,,"8.2",,,,,,,,,,,,,,,,,,,,,,,
"13","2025-11-26 19:55:34","9","en","296517380","2025-11-26 19:45:14","2025-11-26 19:55:34","583fe092d639d0000142fb2e","Yes","Yes","Yes","55","Male","","United Kingdom of Great Britain and Northern Ireland","","Graduate degree (MSc., Ph.D.)","> 5 years","RARELY","OFTEN","RARELY","ALWAYS","RARELY","SOMETIMES","NEVER","RARELY","NEVER","NEVER","SOMETIMES","SOMETIMES","Suggestions for algorithms","SOMEHOW DISAGREE","AGREE","AGREE","No","No","No","Yes","No","SOMEHOW AGREE","SOMEHOW DISAGREE","SOMEHOW AGREE","Algorithms. I work with complex numerics in fluid dynamics, so GenAI is really great at explaining things.","SOMEHOW DISAGREE","SOMEHOW DISAGREE","SOMEHOW AGREE","SOMEHOW AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","761528","NO","YES","Didn't need to","Likely","The code didn't require GenAI to solve","AVERAGE","AGREE","AGREE","AGREE","RARELY","SOMETIMES","RARELY","AGREE","AGREE","AGREE","AGREE","AGREE","DISAGREE","SOMEHOW DISAGREE","SOMEHOW DISAGREE","YES",,"","625.58","10.41",,,"39.62",,,,,,,"56.72",,,,,,,"55.98",,,,,"383.52",,"37.01",,,,,,"30.71",,,,,,"5.69",,"5.92",,
"14","2025-11-26 20:13:17","9","en","1365903266","2025-11-26 19:47:26","2025-11-26 20:13:17","68d81c3c92ab53a2166931ac","Yes","Yes","Yes","24","Male","","India","","Undergraduate degree (BSc., BA.)","1 to 2 years","SOMETIMES","OFTEN","OFTEN","OFTEN","RARELY","OFTEN","ALWAYS","ALWAYS","SOMETIMES","OFTEN","SOMETIMES","RARELY","For writing CI/CD configurations (GitLab pipelines, Docker steps, YAML fixes)  and generating API contract examples.","DISAGREE","SOMEHOW AGREE","AGREE","No","No","No","Yes","No","AGREE","SOMEHOW DISAGREE","COMPLETELY AGREE","One big reason I use GenAI is that it gives me a quick second opinion. When I’m unsure about the best way to structure something or I feel stuck, it helps me think through alternatives faster than searching everything manually. It just makes the whole problem solving process smoother and less frustrating.","AGREE","COMPLETELY DISAGREE","DISAGREE","COMPLETELY AGREE","AGREE","SOMEHOW AGREE","SOMEHOW AGREE","AGREE","COMPLETELY AGREE","COMPLETELY AGREE","AGREE","761528","YES","YES","I didn’t follow the tool’s recommendations because the task required very specific, minimal implementations and applying the suggestions would have changed the expected behavior. Since the goal was to complete the assignment exactly as instructed, I kept the code simple and aligned with the task requirements instead of modifying it based on the tool’s advice.","Very Likely","The balance between security hints and the simplicity expected in the tasks was a bit tricky, but the experience was smooth and easy to follow.","ABOVE AVERAGE","COMPLETELY AGREE","COMPLETELY AGREE","AGREE","RARELY","OFTEN","OFTEN","AGREE","AGREE","AGREE","COMPLETELY AGREE","AGREE","COMPLETELY DISAGREE","COMPLETELY DISAGREE","COMPLETELY AGREE","YES",,"","1555.27","114.05",,,"134.67",,,,,,,"153.45",,,,,,,"154.19",,,,,"714.68",,"176.32",,,,,,"57.45",,,,,,"41.91",,"8.55",,
"15","2025-11-26 21:25:55","9","en","594564337","2025-11-26 21:01:11","2025-11-26 21:25:55","65fb1a12337cd3edfa4dd6fc","Yes","Yes","Yes","23","Male","","Kenya","","Undergraduate degree (BSc., BA.)","3 to 4 years","RARELY","OFTEN","OFTEN","RARELY","OFTEN","SOMETIMES","SOMETIMES","OFTEN","ALWAYS","SOMETIMES","SOMETIMES","RARELY","None","DISAGREE","COMPLETELY DISAGREE","SOMEHOW AGREE","No","No","No","Yes","No","COMPLETELY AGREE","COMPLETELY AGREE","COMPLETELY AGREE","Fast completion of a task","COMPLETELY AGREE","SOMEHOW DISAGREE","SOMEHOW DISAGREE","COMPLETELY AGREE","AGREE","AGREE","DISAGREE","SOMEHOW DISAGREE","COMPLETELY AGREE","COMPLETELY AGREE","COMPLETELY AGREE","761528","YES","YES","I followed the tools recommendations because it was somehow accurate.","Likely","No comments","ABOVE AVERAGE","COMPLETELY AGREE","COMPLETELY AGREE","COMPLETELY AGREE","RARELY","RARELY","OFTEN","COMPLETELY AGREE","COMPLETELY AGREE","COMPLETELY AGREE","COMPLETELY AGREE","COMPLETELY AGREE","SOMEHOW DISAGREE","COMPLETELY DISAGREE","COMPLETELY AGREE","YES",,"","1496.19","56.99",,,"97.93",,,,,,,"135.77",,,,,,,"108.99",,,,,"649",,"93.23",,,,,,"65.71",,,,,,"26.02",,"262.55",,
"16","2025-11-26 21:09:44","9","en","1837666412","2025-11-26 21:01:30","2025-11-26 21:09:44","5cfb53d4c04a940015aab805","Yes","Yes","Yes","27","Female","","Mexico","","Graduate degree (MSc., Ph.D.)","4 to 5 years","OFTEN","OFTEN","ALWAYS","ALWAYS","ALWAYS","OFTEN","ALWAYS","ALWAYS","ALWAYS","ALWAYS","ALWAYS","ALWAYS","help me with the design of the front","DISAGREE","AGREE","SOMEHOW AGREE","No","No","No","Yes","No","AGREE","SOMEHOW DISAGREE","AGREE","it´s faster than the normal coding ","AGREE","SOMEHOW AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","SOMEHOW AGREE","COMPLETELY AGREE","COMPLETELY AGREE","SOMEHOW AGREE","761528","YES","YES","for more confidence in the results of the task ","Very Likely","it was easy and understandable, i like the concept and everything","VERY HIGH","COMPLETELY AGREE","COMPLETELY AGREE","COMPLETELY AGREE","SOMETIMES","ALWAYS","SOMETIMES","COMPLETELY AGREE","COMPLETELY AGREE","COMPLETELY AGREE","SOMEHOW AGREE","COMPLETELY AGREE","SOMEHOW AGREE","COMPLETELY AGREE","COMPLETELY AGREE","YES",,"","496.29","14.74",,,"57.86",,,,,,,"124.86",,,,,,,"75.05",,,,,"90.12",,"46.31",,,,,,"61.84",,,,,,"13.95",,"11.56",,
"17","2025-11-26 21:01:58","9","en","706252433","2025-11-26 21:01:51","2025-11-26 21:01:58","6156fef09d1ab07148870099","No","No","No",,,,,,,,"","","","","",,"","","","","","",,"","","","N/A","N/A","N/A","N/A","N/A","","","",,"","","","","","","","","","","",,,,,,,,"","","","","","","","","","","","","","",,"",,"7.78","4.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.15",,
"18",,"4","en","499934021","2025-11-26 21:02:34","2025-11-26 21:06:18","6156fef09d1ab07148870099","Yes","Yes","Yes","48","Female","","United Kingdom of Great Britain and Northern Ireland","","Undergraduate degree (BSc., BA.)","> 5 years","NEVER","NEVER","NEVER","RARELY","NEVER","SOMETIMES","RARELY","NEVER","RARELY","RARELY","NEVER","SOMETIMES","no","COMPLETELY AGREE","AGREE","SOMEHOW AGREE","No","No","No","Yes","No","AGREE","DISAGREE","AGREE","see if it can make be quicker","COMPLETELY AGREE","DISAGREE","COMPLETELY AGREE","COMPLETELY AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE",,,,,,,,"","","","","","","","","","","","","","",,,,"224.98","7.36",,,"28.48",,,,,,,"76.97",,,,,,,"112.17",,,,,,,,,,,,,,,,,,,,,,,
"19",,"4","en","921598812","2025-11-26 21:05:17","2025-11-26 21:09:24","661ff0336322c3c05a16a8af","Yes","Yes","Yes","27","Male","","Slovakia","","Graduate degree (MSc., Ph.D.)","3 to 4 years","NEVER","ALWAYS","RARELY","SOMETIMES","NEVER","OFTEN","ALWAYS","RARELY","SOMETIMES","SOMETIMES","OFTEN","NEVER","no","COMPLETELY DISAGREE","AGREE","SOMEHOW DISAGREE","No","No","No","Yes","No","AGREE","DISAGREE","SOMEHOW AGREE","it makes my work faster","AGREE","DISAGREE","AGREE","AGREE","AGREE","SOMEHOW DISAGREE","SOMEHOW AGREE","SOMEHOW AGREE","COMPLETELY AGREE","COMPLETELY AGREE","AGREE",,,,,,,,"","","","","","","","","","","","","","",,,,"247.67","43.35",,,"56.83",,,,,,,"77.3",,,,,,,"70.19",,,,,,,,,,,,,,,,,,,,,,,
"20","2025-11-26 21:21:16","9","en","965042316","2025-11-26 21:12:55","2025-11-26 21:21:16","661ff0336322c3c05a16a8af","Yes","Yes","Yes","27","Male","","Slovakia","","Graduate degree (MSc., Ph.D.)","3 to 4 years","NEVER","SOMETIMES","NEVER","OFTEN","NEVER","OFTEN","ALWAYS","SOMETIMES","OFTEN","SOMETIMES","OFTEN","NEVER","no","DISAGREE","AGREE","DISAGREE","No","No","No","Yes","No","AGREE","AGREE","SOMEHOW AGREE","makes my work faster","AGREE","SOMEHOW DISAGREE","AGREE","AGREE","SOMEHOW AGREE","SOMEHOW DISAGREE","SOMEHOW DISAGREE","SOMEHOW AGREE","COMPLETELY AGREE","COMPLETELY AGREE","AGREE","761528","YES","YES","they did not seem that critical, so I didnt follow them","Somewhat Likely","-","ABOVE AVERAGE","COMPLETELY AGREE","COMPLETELY AGREE","AGREE","RARELY","OFTEN","SOMETIMES","AGREE","SOMEHOW DISAGREE","DISAGREE","SOMEHOW AGREE","AGREE","SOMEHOW DISAGREE","AGREE","AGREE","YES",,"","505.3","5.4",,,"27.1",,,,,,,"66.44",,,,,,,"77.91",,,,,"163.59",,"45.06",,,,,,"101.96",,,,,,"8.19",,"9.65",,
"21","2025-11-26 21:38:50","9","en","529756269","2025-11-26 21:13:24","2025-11-26 21:38:50","60c770d5d536d798d92c6ee9","Yes","Yes","Yes","43","Male","","Portugal","","Graduate degree (MSc., Ph.D.)","< 1 year","NEVER","NEVER","NEVER","NEVER","NEVER","RARELY","RARELY","NEVER","RARELY","NEVER","NEVER","NEVER","No","DISAGREE","SOMEHOW DISAGREE","SOMEHOW AGREE","No","No","No","Yes","No","SOMEHOW DISAGREE","DISAGREE","SOMEHOW AGREE","Simplify the process when not familiar with a particular coding language.","SOMEHOW AGREE","SOMEHOW DISAGREE","SOMEHOW DISAGREE","SOMEHOW AGREE","SOMEHOW AGREE","SOMEHOW AGREE","SOMEHOW AGREE","SOMEHOW DISAGREE","AGREE","AGREE","SOMEHOW AGREE","761528","NO","YES","Some of the recommendations were somewhat vague and for someone not so experienced those recommendations might not be enough.","Somewhat Likely","Nothing else to share.","VERY LOW","AGREE","SOMEHOW AGREE","SOMEHOW AGREE","SOMETIMES","SOMETIMES","RARELY","SOMEHOW AGREE","SOMEHOW AGREE","SOMEHOW AGREE","SOMEHOW DISAGREE","SOMEHOW AGREE","SOMEHOW DISAGREE","SOMEHOW DISAGREE","SOMEHOW AGREE","YES",,"","1528.71","9.73",,,"47.03",,,,,,,"80.48",,,,,,,"103.87",,,,,"996.92",,"141.73",,,,,,"106.21",,,,,,"24.42",,"18.32",,
